word,pos,ontotag,onto-BIO,onto-predict,dict-tag,dict-score,dict-BIO
nose.During,VBG,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
bout,NN,Finding,B,NA,0,0,B
of,IN,Finding,I,NA,0,0,B
cough,NN,Sign_or_Symptom,B,symptom,1,0,B
",",",",NA,B,NA,0,0,B
I,PRP,Intellectual_Product,I,NA,0,0,B
repeatedly,RB,Functional_Concept,B,NA,0,0,B
cough,VBP,Sign_or_Symptom,B,symptom,1,0,B
over,IN,Spatial_Concept,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
over,RB,Spatial_Concept,B,NA,0,0,B
again,RB,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
The,DT,NA,B,NA,0,0,B
face,NN,Body_Location_or_Region,B,organ,2,0,B
often,RB,Temporal_Concept,B,NA,0,0,B
go,VBP,NA,B,NA,0,0,B
red,JJ,Qualitative_Concept,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
the,DT,NA,B,NA,0,0,B
body,NN,Anatomical_Structure,B,organ,2,0,B
become,JJ,NA,B,NA,0,0,B
tense,NN,Sign_or_Symptom,B,symptom,0,0,B
.,.,NA,B,NA,0,0,B
Eventually,RB,NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
there,EX,NA,B,NA,0,0,B
be,VB,Sign_or_Symptom,B,symptom,0,0,B
a,DT,NA,B,NA,0,0,B
desperate,JJ,NA,B,NA,0,0,B
attempt,NN,Event,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
breathe,VB,Physiologic_Function,B,symptom,1,0,B
in,IN,NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
which,WDT,NA,B,NA,0,0,B
may,MD,Temporal_Concept,B,NA,0,0,B
cause,VB,Functional_Concept,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
whoop,NN,Sign_or_Symptom,B,symptom,0,0,B
sound.Each,NN,NA,B,NA,0,0,B
bout,NN,Finding,B,NA,0,0,B
of,IN,Finding,I,NA,0,0,B
cough,NN,Sign_or_Symptom,B,symptom,1,0,B
typically,RB,NA,B,NA,0,0,B
last,JJ,Qualitative_Concept,B,NA,4,10,B
1,CD,Finding,B,NA,0,0,B
2,CD,Finding,I,NA,0,0,B
minutes.Several,JJ,NA,B,NA,0,0,B
bouts,NNS,Finding,B,NA,0,0,B
of,IN,Finding,I,NA,0,0,B
cough,NN,Sign_or_Symptom,B,symptom,1,0,B
may,MD,Temporal_Concept,B,NA,0,0,B
occur,VB,Activity,B,NA,0,0,B
together,RB,Qualitative_Concept,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
last,JJ,Qualitative_Concept,B,NA,4,10,B
several,JJ,Quantitative_Concept,B,NA,4,2,B
minutes,NNS,Temporal_Concept,B,NA,5,0,B
in,IN,NA,B,NA,0,0,B
total,JJ,Qualitative_Concept,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
It,PRP,NA,B,NA,0,0,B
be,VB,Sign_or_Symptom,B,symptom,0,0,B
common,JJ,Quantitative_Concept,B,NA,4,8,B
to,TO,NA,B,NA,0,0,B
be,VB,Sign_or_Symptom,B,symptom,0,0,B
sick,JJ,Sign_or_Symptom,I,symptom,1,0,B
(,(,NA,B,NA,0,0,B
vomit,NN,Body_Substance,B,organ,1,0,B
),),NA,B,NA,0,0,B
at,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
end,NN,Spatial_Concept,B,NA,0,0,B
of,IN,Finding,I,NA,0,0,B
a,DT,NA,B,NA,0,0,B
bout,NN,Finding,B,NA,0,0,B
of,IN,Finding,I,NA,0,0,B
cough,NN,Sign_or_Symptom,B,symptom,1,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,JJ,NA,B,NA,0,0,B
u'Hi,NN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
four,CD,Quantitative_Concept,B,NA,0,0,B
months,NNS,Temporal_Concept,B,NA,5,0,B
pregnant,JJ,Finding,B,NA,1,0,B
.,.,NA,B,NA,0,0,B
My,PRP$,NA,B,NA,0,0,B
husband,NN,Family_Group,B,NA,0,0,B
say,VBP,NA,B,NA,0,0,B
that,IN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
look,VBN,Finding,B,NA,0,0,B
pale,JJ,Finding,I,NA,0,0,B
for,IN,Qualitative_Concept,B,NA,0,0,B
couple,NN,Family_Group,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
weeks,NNS,Temporal_Concept,B,NA,5,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
feel,VBN,Sign_or_Symptom,B,symptom,0,0,B
tire,IN,Sign_or_Symptom,I,symptom,1,0,B
all,PDT,Sign_or_Symptom,I,symptom,0,0,B
the,DT,Sign_or_Symptom,I,symptom,0,0,B
time,NN,Sign_or_Symptom,I,symptom,5,0,B
.,.,NA,B,NA,0,0,B
Sometimes,RB,Temporal_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
feel,VBP,Sign_or_Symptom,B,symptom,0,0,B
faint,RB,Sign_or_Symptom,I,symptom,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
headache,VBN,Sign_or_Symptom,B,symptom,1,0,B
and,CC,Idea_or_Concept,B,NA,1,0,I
ring,VBG,Medical_Device,B,device,2,0,B
in,IN,NA,B,NA,0,0,B
the,DT,Sign_or_Symptom,I,symptom,0,0,B
ears,NNS,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
My,PRP$,NA,B,NA,0,0,B
previous,JJ,Temporal_Concept,B,NA,4,10,B
test,NN,Quantitative_Concept,B,NA,4,10,I
show,NN,Animal,B,NA,0,0,B
that,IN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
Folic,JJ,Disease_or_Syndrome,B,disease,0,0,B
Acid,NNP,Disease_or_Syndrome,I,disease,0,0,B
Deficiency,NNP,Disease_or_Syndrome,I,disease,0,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,JJ,NA,B,NA,0,0,B
u'Hello,NN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
almost,RB,Qualitative_Concept,B,NA,0,0,B
new,JJ,Qualitative_Concept,B,NA,0,0,B
here.Recently,RB,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
feel,VBP,Mental_Process,B,NA,0,0,B
difficulty,NN,Disease_or_Syndrome,B,disease,4,3,B
in,IN,Disease_or_Syndrome,I,disease,0,0,B
swallow,JJ,Disease_or_Syndrome,I,disease,1,0,B
both,DT,Qualitative_Concept,B,NA,0,0,B
food,NN,Food,B,food,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
liquids.I,NN,NA,B,NA,0,0,B
also,RB,NA,B,NA,0,0,B
notice,VBZ,NA,B,NA,0,0,B
that,IN,NA,B,NA,0,0,B
some,DT,Quantitative_Concept,B,NA,4,8,B
of,IN,NA,B,NA,0,0,B
food,NN,Food,B,food,0,0,B
feel,NN,Mental_Process,B,NA,0,0,B
as,IN,NA,B,NA,0,0,B
if,IN,NA,B,NA,0,0,B
it,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
stick,VBN,Biomedical_or_Dental_Material,B,device,4,5,B
in,IN,Disease_or_Syndrome,I,disease,0,0,B
my,PRP$,NA,B,NA,0,0,B
chest,NN,Body_Location_or_Region,B,organ,2,0,B
after,IN,Temporal_Concept,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
eat,VBN,Organism_Function,B,symptom,4,9,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
looinge,VBN,NA,B,NA,0,0,B
weight.I,NNS,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
heavy,JJ,Qualitative_Concept,B,NA,0,0,B
sensation,NN,Organ_or_Tissue_Function,B,NA,0,0,B
on,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
chest,NN,Body_Location_or_Region,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
also,RB,NA,B,NA,0,0,B
develop,VBP,NA,B,NA,4,7,B
a,DT,NA,B,NA,0,0,B
cough,NN,Sign_or_Symptom,B,symptom,1,0,B
",",",",NA,B,NA,0,0,B
which,WDT,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
sometimes,RB,Temporal_Concept,B,NA,0,0,B
worse,JJR,Finding,B,NA,0,0,B
at,IN,Temporal_Concept,B,NA,0,0,B
night.I,JJ,NA,B,NA,5,0,B
feel,NN,Mental_Process,B,NA,0,0,B
like,IN,Mental_Process,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
heart,NN,Body_Part_Organ_or_Organ_Component,B,organ,2,0,B
be,VB,NA,B,NA,0,0,B
burning.Sometimes,VBN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
find,VBP,Finding,B,NA,0,0,B
that,IN,NA,B,NA,0,0,B
some,DT,Quantitative_Concept,B,NA,4,8,B
of,IN,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
food,NN,Food,B,food,0,0,B
be,VB,NA,B,NA,0,0,B
bring,VBG,Functional_Concept,B,NA,0,0,B
back,RB,Body_Location_or_Region,B,organ,2,0,B
up,RB,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u'I,NNS,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
an,DT,NA,B,NA,0,0,B
injury,NN,Injury_or_Poisoning,B,injury,0,0,B
to,TO,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
limb,NN,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
vigorous,JJ,NA,B,NA,0,0,B
exercise,NN,Daily_or_Recreational_Activity,B,normal_activity,0,0,B
.,.,NA,B,NA,0,0,B
The,DT,NA,B,NA,0,0,B
severe,JJ,Qualitative_Concept,B,NA,4,2,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
usually,RB,Intellectual_Product,B,NA,4,6,B
come,VBN,Organic_Chemical,B,NA,0,0,B
on,IN,NA,B,NA,0,0,B
fairly,RB,NA,B,NA,0,0,B
quickly,RB,NA,B,NA,0,0,B
after,IN,Temporal_Concept,B,NA,0,0,B
injury,NN,Injury_or_Poisoning,B,injury,0,0,B
(,(,NA,B,NA,0,0,B
within,IN,Spatial_Concept,B,NA,0,0,B
48,CD,Temporal_Concept,B,NA,0,0,B
hours,NNS,Temporal_Concept,I,NA,5,0,B
),),NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
Pain,NNP,Sign_or_Symptom,B,symptom,0,0,B
usually,RB,Intellectual_Product,B,NA,4,6,B
occur,VBP,Activity,B,NA,0,0,B
even,RB,NA,B,NA,0,0,B
at,IN,Functional_Concept,B,NA,0,0,B
rest,NN,Functional_Concept,I,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
be,VB,NA,B,NA,0,0,B
also,RB,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
worse,JJR,Finding,B,NA,0,0,B
on,IN,NA,B,NA,0,0,B
movement,NN,Organism_Function,B,symptom,0,0,B
.,.,NA,B,NA,0,0,B
Pain,NN,Sign_or_Symptom,B,symptom,0,0,B
be,VB,NA,B,NA,0,0,B
likely,JJ,Idea_or_Concept,B,NA,4,8,B
to,TO,NA,B,NA,0,0,B
occur,VB,Activity,B,NA,0,0,B
after,IN,Temporal_Concept,B,NA,0,0,B
any,DT,Qualitative_Concept,B,NA,0,0,B
injury,NN,Injury_or_Poisoning,B,injury,0,0,B
.,.,NA,B,NA,0,0,B
The,DT,NA,B,NA,0,0,B
pain,NN,Sign_or_Symptom,B,symptom,1,0,B
tend,NN,NA,B,NA,2,0,B
to,TO,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
severe,JJ,Qualitative_Concept,B,NA,4,2,B
and,CC,Idea_or_Concept,B,NA,2,0,B
out,IN,Spatial_Concept,B,NA,3,0,B
of,IN,NA,B,NA,0,0,B
proportion,NN,Quantitative_Concept,B,NA,0,0,B
to,TO,NA,B,NA,0,0,B
the,DT,Disease_or_Syndrome,B,disease,0,0,B
injury,NN,Injury_or_Poisoning,B,injury,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
feel,VBN,Mental_Process,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
burn,NN,Injury_or_Poisoning,B,injury,0,0,B
sensation,NN,Organ_or_Tissue_Function,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
tightness,NN,Qualitative_Concept,B,NA,0,0,B
around,IN,Idea_or_Concept,B,NA,0,0,B
the,DT,Disease_or_Syndrome,B,disease,0,0,B
affect,NN,Mental_Process,B,NA,0,0,B
area.Pins,NNS,NA,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
needle,JJ,Sign_or_Symptom,I,symptom,0,0,B
be,VB,NA,B,NA,0,0,B
also,RB,NA,B,NA,0,0,B
occur,VBP,Activity,B,NA,0,0,B
in,IN,NA,B,NA,0,0,B
the,DT,Disease_or_Syndrome,B,disease,0,0,B
leg,NN,Body_Location_or_Region,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
also,RB,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
reduce,VB,Qualitative_Concept,B,NA,4,8,B
sensation,NN,Organ_or_Tissue_Function,B,NA,0,0,B
when,WRB,Qualitative_Concept,B,NA,0,0,B
the,DT,Disease_or_Syndrome,B,disease,0,0,B
skin,NN,Body_System,B,organ,3,0,B
on,IN,NA,B,NA,0,0,B
the,DT,Disease_or_Syndrome,B,disease,0,0,B
affect,JJ,Mental_Process,B,NA,0,0,B
limb,NN,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
be,VB,NA,B,NA,0,0,B
touch,JJ,Organ_or_Tissue_Function,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
Affected,VBN,Functional_Concept,B,NA,0,0,B
limb,NN,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
be,VB,NA,B,NA,0,0,B
also,RB,NA,B,NA,0,0,B
pale,JJ,Sign_or_Symptom,B,symptom,0,0,B
",",",",NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
feel,VBN,Mental_Process,B,NA,0,0,B
cold,JJ,Sign_or_Symptom,I,symptom,0,0,B
.,.,NA,B,NA,0,0,B
As,IN,NA,B,NA,0,0,B
the,DT,Disease_or_Syndrome,B,disease,0,0,B
syndrome,NN,Disease_or_Syndrome,I,disease,3,0,B
progress,NN,Functional_Concept,B,NA,4,7,B
",",",",NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
experience,VBN,Mental_Process,B,NA,0,0,B
reduce,VB,Qualitative_Concept,B,NA,4,8,B
strength,NN,Idea_or_Concept,B,NA,4,7,B
in,IN,NA,B,NA,0,0,B
the,DT,Disease_or_Syndrome,B,disease,0,0,B
affect,JJ,Mental_Process,B,NA,0,0,B
arm,NN,Body_Location_or_Region,B,organ,2,0,B
or,CC,NA,B,NA,0,0,B
leg,NN,Body_Location_or_Region,B,organ,2,0,B
.,.,NA,B,NA,0,0,B
Also,RB,NA,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
paralysis,NN,Finding,B,NA,1,0,B
of,IN,NA,B,NA,0,0,B
the,DT,Disease_or_Syndrome,B,disease,0,0,B
affect,JJ,Mental_Process,B,NA,0,0,B
limb,NN,Body_Part_Organ_or_Organ_Component,B,organ,0,0,B
be,VB,NA,B,NA,0,0,B
sometimes,RB,Temporal_Concept,B,NA,0,0,B
occur,JJ,Activity,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u'I,JJ,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
breast,NN,Organism_Function,B,symptom,2,0,I
feed,NN,Organism_Function,I,symptom,0,0,B
woman.I,WDT,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
hardness,NN,Qualitative_Concept,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
pain,NN,Sign_or_Symptom,B,symptom,3,0,I
",",",",NA,B,NA,0,0,B
redness,NN,Finding,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
swell,NN,Pathologic_Function,B,NA,1,0,B
in,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,2,0,B
breast,NN,Organism_Function,B,symptom,2,0,I
.,.,NA,B,NA,0,0,B
It,PRP,NA,B,NA,0,0,B
often,RB,Temporal_Concept,B,NA,0,0,B
start,VBZ,Temporal_Concept,B,NA,0,0,B
in,IN,NA,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
wedge,NN,Spatial_Concept,B,NA,0,0,B
shape,NN,Spatial_Concept,I,NA,4,7,B
section,NN,Quantitative_Concept,B,NA,1,0,B
of,IN,NA,B,NA,0,0,B
breast,NN,Organism_Function,B,symptom,2,0,I
.,.,NA,B,NA,0,0,B
It,PRP,NA,B,NA,0,0,B
usually,RB,Intellectual_Product,B,NA,4,6,B
occur,VBP,Activity,B,NA,0,0,B
in,IN,NA,B,NA,0,0,B
one,CD,Quantitative_Concept,B,NA,2,0,B
breast,NN,Organism_Function,B,symptom,2,0,I
only.When,NN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
fee,VBP,Quantitative_Concept,B,NA,2,0,B
my,PRP$,NA,B,NA,0,0,B
baby,NN,Patient_or_Disabled_Group,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
the,DT,NA,B,NA,2,0,B
pain,NN,Sign_or_Symptom,B,symptom,3,0,I
increase,NN,Functional_Concept,B,NA,4,7,B
.I,NNP,NA,B,NA,0,0,B
also,RB,NA,B,NA,0,0,B
develop,VBZ,NA,B,NA,4,7,B
a,DT,NA,B,NA,0,0,B
high,JJ,Phenomenon_or_Process,B,NA,2,0,B
temperature,NN,Phenomenon_or_Process,I,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
feel,NN,Sign_or_Symptom,B,symptom,0,0,B
unwell,RB,Sign_or_Symptom,I,symptom,0,0,B
",",",",NA,B,NA,0,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
flu,NNS,Sign_or_Symptom,B,symptom,3,0,B
like,IN,Sign_or_Symptom,I,symptom,3,0,I
symptoms,NNS,Sign_or_Symptom,I,symptom,3,0,I
.,.,NA,B,NA,0,0,B
These,DT,Intellectual_Product,B,NA,0,0,B
include,VBP,Idea_or_Concept,B,NA,0,0,B
muscle,NN,Sign_or_Symptom,B,symptom,3,0,B
pain,NN,Sign_or_Symptom,B,symptom,3,0,I
",",",",NA,B,NA,0,0,B
headaches,NNS,Sign_or_Symptom,B,symptom,1,0,B
",",",",NA,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
feel,VB,Sign_or_Symptom,B,symptom,0,0,B
tmyed,NNS,NA,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,B
low,JJ,Qualitative_Concept,B,NA,4,4,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u'There,RB,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
small,JJ,Quantitative_Concept,B,NA,3,0,B
",",",",NA,B,NA,0,0,B
itchy,JJ,Sign_or_Symptom,B,symptom,0,0,B
",",",",NA,B,NA,0,0,B
painful,JJ,Sign_or_Symptom,B,symptom,0,0,B
lump,NN,Finding,B,NA,0,0,B
that,WDT,NA,B,NA,0,0,B
develop,VBZ,NA,B,NA,4,7,B
on,IN,NA,B,NA,0,0,B
the,DT,NA,B,NA,0,0,B
skin,NN,Body_System,B,organ,3,0,B
after,IN,Temporal_Concept,B,NA,3,0,I
be,VB,NA,B,NA,0,0,B
expose,JJ,Clinical_Attribute,B,NA,0,0,B
to,TO,Clinical_Attribute,I,NA,0,0,B
the,DT,NA,B,NA,0,0,B
cold,NN,Natural_Phenomenon_or_Process,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
They,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
join,VBN,NA,B,NA,2,0,B
together,RB,Qualitative_Concept,B,NA,0,0,B
to,TO,Clinical_Attribute,I,NA,0,0,B
form,VB,Qualitative_Concept,B,NA,0,0,B
a,DT,NA,B,NA,0,0,B
larger,JJR,Quantitative_Concept,B,NA,4,7,B
swell,NN,Pathologic_Function,B,NA,1,0,B
",",",",NA,B,NA,0,0,B
red,JJ,Qualitative_Concept,B,NA,0,0,B
area,NN,Spatial_Concept,B,NA,0,0,B
of,IN,NA,B,NA,0,0,B
skin.A,JJ,NA,B,NA,2,0,B
burn,NN,Injury_or_Poisoning,B,injury,0,0,B
sensation,NN,Organ_or_Tissue_Function,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
there.They,JJ,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
usually,RB,Intellectual_Product,B,NA,4,6,B
red,VBN,Qualitative_Concept,B,NA,0,0,B
at,IN,NA,B,NA,0,0,B
first,JJ,Quantitative_Concept,B,NA,0,0,B
but,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
be,VB,NA,B,NA,0,0,B
become,VBN,NA,B,NA,0,0,B
purple.Pain,JJ,NA,B,NA,0,0,B
and,CC,Sign_or_Symptom,I,symptom,2,0,B
tenderness,NN,Sign_or_Symptom,I,symptom,3,0,B
over,IN,Spatial_Concept,B,NA,3,0,I
the,DT,NA,B,NA,0,0,B
lump,NN,Finding,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
They,PRP,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
last,JJ,Qualitative_Concept,B,NA,4,10,B
for,IN,Qualitative_Concept,B,NA,0,0,B
10,CD,Temporal_Concept,B,NA,0,0,B
days,NNS,Temporal_Concept,I,NA,5,0,B
.,.,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
],NN,NA,B,NA,0,0,B
[,NN,NA,B,NA,0,0,B
u,NN,NA,B,NA,0,0,B
'','',NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
'm,VBP,NA,B,NA,0,0,B
currently,RB,Temporal_Concept,B,NA,0,0,B
on,IN,NA,B,NA,0,0,B
100mg,CD,NA,B,NA,0,0,B
Quetiapine,NN,Pharmacologic_Substance,B,NA,0,0,B
to,TO,Spatial_Concept,I,NA,0,0,B
see,VB,Activity,B,NA,0,0,B
if,IN,NA,B,NA,0,0,B
it,PRP,NA,B,NA,0,0,B
help,VBZ,Intellectual_Product,B,NA,0,0,B
to,TO,Spatial_Concept,I,NA,0,0,B
stabilise,VB,NA,B,NA,0,0,B
my,PRP$,NA,B,NA,0,0,B
moods,NNS,Mental_Process,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
become,VBP,NA,B,NA,0,0,B
too,RB,Finding,B,NA,0,0,B
'high,JJ,NA,B,NA,0,0,B
','',NA,B,NA,0,0,B
after,IN,Temporal_Concept,B,NA,0,0,B
try,JJ,NA,B,NA,0,0,B
SSRIs,NNP,NA,B,NA,0,0,B
alone,RB,Finding,B,NA,0,0,B
and,CC,Idea_or_Concept,B,NA,2,0,I
the,DT,NA,B,NA,0,0,B
Quetiapine,NNP,Pharmacologic_Substance,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
really,RB,NA,B,NA,0,0,B
help,VB,Intellectual_Product,B,NA,0,0,B
me,PRP,NA,B,NA,0,0,B
to,TO,Spatial_Concept,I,NA,0,0,B
overcome,VB,Activity,B,NA,0,0,B
this,DT,Eukaryote,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
However,RB,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
'm,VBP,NA,B,NA,0,0,B
now,RB,Temporal_Concept,B,NA,0,0,B
just,RB,NA,B,NA,0,0,B
feel,VB,Intellectual_Product,B,NA,0,0,B
really,RB,NA,B,NA,0,0,B
quite,RB,NA,B,NA,0,0,B
low,JJ,Finding,I,NA,4,4,B
and,CC,Idea_or_Concept,B,NA,2,0,I
I,PRP,NA,B,NA,0,0,B
'm,VBP,NA,B,NA,0,0,B
struggle,JJ,NA,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
If,IN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
bipolar,JJ,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
depression,NN,Mental_or_Behavioral_Dysfunction,I,symptom,1,0,B
surely,RB,NA,B,NA,0,0,B
100mg,CD,NA,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
too,RB,Finding,B,NA,0,0,B
low,JJ,Finding,I,NA,4,4,B
?,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
an,DT,NA,B,NA,0,0,B
appointment,NN,Idea_or_Concept,B,NA,0,0,B
but,CC,Mental_or_Behavioral_Dysfunction,B,symptom,0,0,B
I,PRP,NA,B,NA,0,0,B
want,VBP,NA,B,NA,4,8,B
to,TO,Spatial_Concept,I,NA,0,0,B
chat,VB,Fish,B,NA,0,0,B
to,TO,Spatial_Concept,I,NA,0,0,B
people,NNS,Population_Group,B,NA,0,0,B
who,WP,NA,B,NA,0,0,B
have,VBP,Qualitative_Concept,B,NA,0,0,B
be,VB,NA,B,NA,0,0,B
thru,VBN,NA,B,NA,0,0,B
it,PRP,NA,B,NA,0,0,B
too,RB,Finding,B,NA,0,0,B
because,IN,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
just,RB,NA,B,NA,0,0,B
feel,VB,Intellectual_Product,B,NA,0,0,B
so,RB,NA,B,NA,0,0,B
isolate,JJ,Biologically_Active_Substance,B,NA,4,8,B
right,NN,Spatial_Concept,B,NA,4,1,B
now,RB,Temporal_Concept,B,NA,0,0,B
.,.,NA,B,NA,0,0,B
I,PRP,NA,B,NA,0,0,B
feel,VBP,Intellectual_Product,B,NA,0,0,B
Abnormal,JJ,Mental_or_Behavioral_Dysfunction,I,symptom,0,0,B
sadness,NN,NA,B,NA,3,0,B
",",",",NA,B,NA,0,0,B
often,RB,Temporal_Concept,B,NA,0,0,B
with,IN,Qualitative_Concept,B,NA,0,0,B
weepiness.Feeling,VBG,NA,B,NA,0,0,B
guilty,JJ,Mental_Process,I,NA,0,0,B
",",",",NA,B,NA,0,0,B
worthless,NN,Finding,B,NA,0,0,B
",",",",NA,B,NA,0,0,B
or,CC,NA,B,NA,0,0,B
